combined_cell_line,combined_drug,drug_smiles,ln_ic50
MV-4-11:leukaemia,"Motesanib:VEGFR, RET, KIT, PDGFR",CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C,-1.1572840904857074
NCI-H1703:lung_cancer,"Motesanib:VEGFR, RET, KIT, PDGFR",CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C,-1.1928152620905101
AsPC-1:pancreatic_cancer,"Motesanib:VEGFR, RET, KIT, PDGFR",CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C,1.4341159151844836
BT-483:breast_cancer,"Motesanib:VEGFR, RET, KIT, PDGFR",CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C,1.2369868229042922
OVKATE:Ovarian Cancer,"Motesanib:VEGFR, RET, KIT, PDGFR",CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C,1.225815462651461
JJN-3:multiple_myeloma,"Motesanib:VEGFR, RET, KIT, PDGFR",CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C,-0.8410564182617561
MOLM-13:Leukemia,"Motesanib:VEGFR, RET, KIT, PDGFR",CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C,-1.2166300792551061
NCI-H226:lung_cancer,KU-55933:ATM,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,1.0106546151230493
SW620:colon_cancer,KU-55933:ATM,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,1.0238924626990975
CAL-120:breast_cancer,KU-55933:ATM,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,0.9114203588972687
MDA-MB-175-VII:invasive_ductal_carcinoma,KU-55933:ATM,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,0.8629187338682763
ZR-75-30:breast_cancer,KU-55933:ATM,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,0.9938790000355434
AsPC-1:pancreatic_cancer,KU-55933:ATM,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,1.3430463658856762
TT:medulla_carcinoma,KU-55933:ATM,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,0.9185044668624571
BT-483:breast_cancer,KU-55933:ATM,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,0.9040545685430998
RCH-ACV:acute lymphoblastic leukemia,KU-55933:ATM,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,-0.9845621648576642
SU-DHL-10:diffuse_histiocytic_lymphoma,KU-55933:ATM,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,-1.1467005891316182
SU-DHL-6:B-cell non-Hodgkin lymphoma,KU-55933:ATM,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,-1.381557159179968
WSU-DLCL2:diffuse large cell lymphoma non-cleaved type,KU-55933:ATM,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,-1.0238911498895484
NCI-H226:lung_cancer,"Afatinib:EGFR, ERBB2",CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,-0.194011150770698
SK-MEL-28:skin_cancer,"Afatinib:EGFR, ERBB2",CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,-0.10607031716630722
AsPC-1:pancreatic_cancer,"Afatinib:EGFR, ERBB2",CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,-0.09744307959192089
BT-483:breast_cancer,"Afatinib:EGFR, ERBB2",CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,-0.11950330123790993
NCI-H226:lung_cancer,Vismodegib:SMO,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,0.7244510196816571
MOLT-4:leukaemia,Vismodegib:SMO,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,-1.0142882298373888
SK-OV-3:ovarian_cancer,Vismodegib:SMO,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,0.7256536810120002
CAL-120:breast_cancer,Vismodegib:SMO,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,0.7869506265015991
KMS-12-BM:Multiple Myeloma,Vismodegib:SMO,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,-0.9646304823075368
MDA-MB-175-VII:invasive_ductal_carcinoma,Vismodegib:SMO,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,0.7812949340132845
NCI-H1666:lung_cancer,Vismodegib:SMO,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,0.751136956037123
AsPC-1:pancreatic_cancer,Vismodegib:SMO,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,1.2406874763189428
BT-483:breast_cancer,Vismodegib:SMO,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,1.1244587908600137
OVKATE:Ovarian Cancer,Vismodegib:SMO,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,1.2206476114020335
AMO-1:multiple_myeloma,Vismodegib:SMO,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,-1.0668783318600634
SU-DHL-4:diffuse_histiocytic_lymphoma,Vismodegib:SMO,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,-1.1414935472889411
BT-483:breast_cancer,Staurosporine:Broad spectrum kinase inhibitor,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,-0.7100867626815227
NCI-H660:small_cell_carcinoma,Staurosporine:Broad spectrum kinase inhibitor,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,-1.916362200545923
AsPC-1:pancreatic_cancer,PLX-4720:BRAF,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,1.4237720479787013
TT:medulla_carcinoma,PLX-4720:BRAF,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,0.8001868411362618
BT-483:breast_cancer,PLX-4720:BRAF,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,1.0304462729493788
OVKATE:Ovarian Cancer,PLX-4720:BRAF,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,0.8501838322389295
SK-MEL-31:malignant_melanoma,"BX795:TBK1, PDK1 (PDPK1), IKK, AURKB, AURKC",C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I,0.05005235104385279
NCI-H226:lung_cancer,NU7441:DNAPK,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,0.4091986217001324
KP-N-YN:neuroblastoma,NU7441:DNAPK,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,0.2604768520839274
MDA-MB-175-VII:invasive_ductal_carcinoma,NU7441:DNAPK,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,0.25505752786114877
AsPC-1:pancreatic_cancer,NU7441:DNAPK,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,1.0262128724077433
TT:medulla_carcinoma,NU7441:DNAPK,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,0.7079554540417465
OVKATE:Ovarian Cancer,NU7441:DNAPK,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,0.7314661358733124
MC116:undifferentiated B lymphoma,"SL0101:RSK, AURKB, PIM1, PIM3",CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)OC(=O)C)OC(=O)C,-0.9683695098447443
QGP-1:Pancreatic Cancer,"SL0101:RSK, AURKB, PIM1, PIM3",CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)OC(=O)C)OC(=O)C,0.5081160872971463
NCI-H1437:lung_cancer,"Doramapimod:p38, JNK2",CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,-1.2535819098652021
NCI-H2347:lung_cancer,"Doramapimod:p38, JNK2",CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,0.8564184024483665
NCI-H226:lung_cancer,"Doramapimod:p38, JNK2",CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,0.9966750039226854
CAL-120:breast_cancer,"Doramapimod:p38, JNK2",CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,1.1406338917530408
HCC1419:breast_cancer,"Doramapimod:p38, JNK2",CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,-1.084318962326771
SU-DHL-1:anaplastic_large_cell_lymphoma,"Doramapimod:p38, JNK2",CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,-1.0820046761483204
AsPC-1:pancreatic_cancer,"Doramapimod:p38, JNK2",CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,1.1876658695351778
OVKATE:Ovarian Cancer,"Doramapimod:p38, JNK2",CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,1.1665421397737126
KMS-11:multiple_myeloma,"Doramapimod:p38, JNK2",CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,-1.347934079583999
NCI-H226:lung_cancer,JNK Inhibitor VIII:JNK,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,1.0773766001302758
CAL-120:breast_cancer,JNK Inhibitor VIII:JNK,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,0.7687931347667031
MDA-MB-175-VII:invasive_ductal_carcinoma,JNK Inhibitor VIII:JNK,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,0.7914542788425176
MV-4-11:leukaemia,JNK Inhibitor VIII:JNK,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,-0.958668613309461
AsPC-1:pancreatic_cancer,JNK Inhibitor VIII:JNK,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,1.2285665606505045
TT:medulla_carcinoma,JNK Inhibitor VIII:JNK,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,0.9190564010507207
SU-DHL-5:B-cell non-Hodgkin lymphoma,JNK Inhibitor VIII:JNK,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,-0.9790195535602884
Calu-3:lung_cancer,"Wee1 Inhibitor:WEE1, CHEK1",C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl,0.20995364561981633
NCI-H1650:lung_cancer,"Wee1 Inhibitor:WEE1, CHEK1",C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl,0.021373817962858997
NCI-H2347:lung_cancer,"Wee1 Inhibitor:WEE1, CHEK1",C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl,0.25124420149090587
NCI-H226:lung_cancer,"Wee1 Inhibitor:WEE1, CHEK1",C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl,0.9520026264424436
UACC-257:melanoma,"Wee1 Inhibitor:WEE1, CHEK1",C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl,0.4898716414334783
MFE-280:recurrent_endometrial_carcinoma,"Wee1 Inhibitor:WEE1, CHEK1",C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl,0.31303756116166487
ZR-75-30:breast_cancer,"Wee1 Inhibitor:WEE1, CHEK1",C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl,0.3056872837506569
AsPC-1:pancreatic_cancer,"Wee1 Inhibitor:WEE1, CHEK1",C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl,0.5429295811630683
OVKATE:Ovarian Cancer,"Wee1 Inhibitor:WEE1, CHEK1",C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl,0.9213633389929369
NCI-H226:lung_cancer,Mirin:MRE11,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O,0.8680184098148639
ZR-75-30:breast_cancer,Mirin:MRE11,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O,1.3463489898376366
AsPC-1:pancreatic_cancer,Mirin:MRE11,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O,1.932880307233393
769-P:kidney_cancer,Mirin:MRE11,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O,1.007022137011239
SUIT-2:moderately differentiated tubular adenocarcinoma,Mirin:MRE11,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O,1.519106023705466
PC-3:prostate_cancer,"PD173074:FGFR1, FGFR2, FGFR3",CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,0.6211899299994932
MDA-MB-175-VII:invasive_ductal_carcinoma,"PD173074:FGFR1, FGFR2, FGFR3",CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,0.7009574837346374
AsPC-1:pancreatic_cancer,"PD173074:FGFR1, FGFR2, FGFR3",CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,0.8640144375378759
BT-483:breast_cancer,"PD173074:FGFR1, FGFR2, FGFR3",CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,0.7912456705805333
OV-90:malignant_papillary_serous_adenocarcinoma,"PD173074:FGFR1, FGFR2, FGFR3",CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,0.6183845366993853
Calu-3:lung_cancer,"ZM447439:AURKA, AURKB",COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,0.46516809591988123
NCI-H226:lung_cancer,"ZM447439:AURKA, AURKB",COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,0.94223355460432
CAL-120:breast_cancer,"ZM447439:AURKA, AURKB",COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,0.7550854083070074
NCI-H1666:lung_cancer,"ZM447439:AURKA, AURKB",COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,0.3920841712751573
AsPC-1:pancreatic_cancer,"ZM447439:AURKA, AURKB",COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,0.6362044178028509
MDA-MB-436:breast_cancer,"ZM447439:AURKA, AURKB",COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,0.44452649210245343
KMRC-1:Kidney Cancer,"ZM447439:AURKA, AURKB",COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,0.38455671972383426
ZR-75-30:breast_cancer,Alisertib:AURKA,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,0.4849205631529614
NCI-H2347:lung_cancer,RO-3306:CDK1,C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCC4=CC=CS4)S3)N=C1,0.9712068336053774
NCI-H226:lung_cancer,RO-3306:CDK1,C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCC4=CC=CS4)S3)N=C1,0.7107294132201855
AsPC-1:pancreatic_cancer,RO-3306:CDK1,C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCC4=CC=CS4)S3)N=C1,1.4341159151844836
OVKATE:Ovarian Cancer,RO-3306:CDK1,C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCC4=CC=CS4)S3)N=C1,1.1012052972966475
KP-2:Pancreatic Cancer,RO-3306:CDK1,C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCC4=CC=CS4)S3)N=C1,0.652849397579525
NCI-H2347:lung_cancer,"MK-2206:AKT1, AKT2",C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,0.5135390856380423
NCI-H226:lung_cancer,"MK-2206:AKT1, AKT2",C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,0.23615010779501028
SW620:colon_cancer,"MK-2206:AKT1, AKT2",C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,0.29289931152628496
HCC1428:breast_cancer,"MK-2206:AKT1, AKT2",C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,0.27138326759697856
AsPC-1:pancreatic_cancer,"Palbociclib:CDK4, CDK6",CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,0.8439076220241652
BT-483:breast_cancer,"Palbociclib:CDK4, CDK6",CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,1.3738273110003658
HCC1187:ductal_carcinoma,"Dactolisib:PI3K (class 1), MTORC1, MTORC2",CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,-1.513756011388057
NCI-H226:lung_cancer,"Dactolisib:PI3K (class 1), MTORC1, MTORC2",CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,-1.4126891866925173
NCI-H522:lung_cancer,"Dactolisib:PI3K (class 1), MTORC1, MTORC2",CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,-1.4632785272827369
KP-N-RT-BM-1:neuroblastoma,"Dactolisib:PI3K (class 1), MTORC1, MTORC2",CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,-1.411566131254712
TT:medulla_carcinoma,"Dactolisib:PI3K (class 1), MTORC1, MTORC2",CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,-1.424319811709991
OVKATE:Ovarian Cancer,"Dactolisib:PI3K (class 1), MTORC1, MTORC2",CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,-1.509864303831315
NCI-H2347:lung_cancer,Pictilisib:PI3K (class 1),CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,-0.46197805682000265
VMRC-LCD:lung_cancer,Pictilisib:PI3K (class 1),CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,-0.36783449536319013
SK-MEL-2:skin_cancer,Pictilisib:PI3K (class 1),CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,0.07875578648097407
BT-483:breast_cancer,Pictilisib:PI3K (class 1),CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,-0.5536836367884211
OVKATE:Ovarian Cancer,Pictilisib:PI3K (class 1),CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,-0.4724366381581091
HCC1428:breast_cancer,Pictilisib:PI3K (class 1),CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,0.5750556617439766
NCI-H1650:lung_cancer,"AZD8055:MTORC1, MTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C,-0.5359890839362845
HCC1143:breast_cancer,"AZD8055:MTORC1, MTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C,-0.9795433195096538
HCC1187:ductal_carcinoma,"AZD8055:MTORC1, MTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C,-0.8881463654630749
NCI-H226:lung_cancer,"AZD8055:MTORC1, MTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C,-0.7872538572604261
AsPC-1:pancreatic_cancer,"AZD8055:MTORC1, MTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C,-0.8612971349690693
HCC1428:breast_cancer,"AZD8055:MTORC1, MTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C,-0.7914182660285288
ZR-75-30:breast_cancer,"PD0325901:MEK1, MEK2",C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,0.47180763559289585
BT-483:breast_cancer,"PD0325901:MEK1, MEK2",C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,0.5231240433349627
NCI-H226:lung_cancer,SB590885:BRAF,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,0.7964384241860883
SW620:colon_cancer,SB590885:BRAF,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,0.9549843774121741
AsPC-1:pancreatic_cancer,SB590885:BRAF,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,1.1205095221194368
OVKATE:Ovarian Cancer,SB590885:BRAF,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,0.8819886316022615
ALL-SIL:TALL,SB590885:BRAF,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,-1.5856560535283697
SU-DHL-5:B-cell non-Hodgkin lymphoma,SB590885:BRAF,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,-1.6988192997715668
SU-DHL-6:B-cell non-Hodgkin lymphoma,SB590885:BRAF,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,-1.5966367678744562
NCI-H226:lung_cancer,"Selumetinib:MEK1, MEK2",CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,0.8849246602132014
ZR-75-30:breast_cancer,"Selumetinib:MEK1, MEK2",CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,0.6638897142861784
OVKATE:Ovarian Cancer,"Selumetinib:MEK1, MEK2",CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,0.6788213303142273
KELLY:neuroblastoma,CCT007093:PPM1D,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,-0.8122741934027896
