cell_line_name,drug_name,putative_target,ln_ic50,disease,smiles
MV-4-11,Motesanib,"VEGFR, RET, KIT, PDGFR",-1.156452425003166,leukaemia,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C
NCI-H1703,Motesanib,"VEGFR, RET, KIT, PDGFR",-1.1919811806246088,lung_cancer,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C
AsPC-1,Motesanib,"VEGFR, RET, KIT, PDGFR",1.4347713754080944,pancreatic_cancer,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C
BT-483,Motesanib,"VEGFR, RET, KIT, PDGFR",1.2376556871499267,breast_cancer,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C
OVKATE,Motesanib,"VEGFR, RET, KIT, PDGFR",1.2264850865067356,Ovarian Cancer,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C
JJN-3,Motesanib,"VEGFR, RET, KIT, PDGFR",-0.8402462550477734,multiple_myeloma,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C
MOLM-13,Motesanib,"VEGFR, RET, KIT, PDGFR",-1.2157943784729988,Leukemia,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C
NCI-H226,KU-55933,ATM,1.0113388690905287,lung_cancer,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
SW620,KU-55933,ATM,1.0245758165437264,colon_cancer,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
CAL-120,KU-55933,ATM,0.9121113604134765,breast_cancer,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
MDA-MB-175-VII,KU-55933,ATM,0.863613033308918,invasive_ductal_carcinoma,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
ZR-75-30,KU-55933,ATM,0.9945643946804921,breast_cancer,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
AsPC-1,KU-55933,ATM,1.343708018489267,pancreatic_cancer,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
TT,KU-55933,ATM,0.9191949866865002,medulla_carcinoma,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
BT-483,KU-55933,ATM,0.9047460709047942,breast_cancer,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
RCH-ACV,KU-55933,ATM,-0.9837422438034478,acute lymphoblastic leukemia,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
SU-DHL-10,KU-55933,ATM,-1.145869643286567,diffuse_histiocytic_lymphoma,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
SU-DHL-6,KU-55933,ATM,-1.3807102439891399,B-cell non-Hodgkin lymphoma,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
WSU-DLCL2,KU-55933,ATM,-1.0230685546152287,diffuse large cell lymphoma non-cleaved type,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
NCI-H226,Afatinib,"EGFR, ERBB2",-0.19324498415262822,lung_cancer,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
SK-MEL-28,Afatinib,"EGFR, ERBB2",-0.10531013018755284,skin_cancer,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
AsPC-1,Afatinib,"EGFR, ERBB2",-0.09668347923222467,pancreatic_cancer,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
BT-483,Afatinib,"EGFR, ERBB2",-0.118742200867772,breast_cancer,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
NCI-H226,Vismodegib,SMO,0.7251547343956564,lung_cancer,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
MOLT-4,Vismodegib,SMO,-1.0134662875247926,leukaemia,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
SK-OV-3,Vismodegib,SMO,0.7263573139496428,ovarian_cancer,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
CAL-120,Vismodegib,SMO,0.7876500914821034,breast_cancer,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
KMS-12-BM,Vismodegib,SMO,-0.9638119165312694,Multiple Myeloma,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
MDA-MB-175-VII,Vismodegib,SMO,0.781994783559181,invasive_ductal_carcinoma,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
NCI-H1666,Vismodegib,SMO,0.751838856209826,lung_cancer,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
AsPC-1,Vismodegib,SMO,1.2413560889343418,pancreatic_cancer,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
BT-483,Vismodegib,SMO,1.1251353065801328,breast_cancer,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
OVKATE,Vismodegib,SMO,1.2213175866513675,Ovarian Cancer,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
AMO-1,Vismodegib,SMO,-1.0660528136222824,multiple_myeloma,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
SU-DHL-4,Vismodegib,SMO,-1.1406629555027592,diffuse_histiocytic_lymphoma,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
BT-483,Staurosporine,Broad spectrum kinase inhibitor,-0.7092855049016772,breast_cancer,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
NCI-H660,Staurosporine,Broad spectrum kinase inhibitor,-1.9154789206639684,small_cell_carcinoma,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
AsPC-1,PLX-4720,BRAF,1.4244282115455995,pancreatic_cancer,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F
TT,PLX-4720,BRAF,0.8008854061049493,medulla_carcinoma,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F
BT-483,PLX-4720,BRAF,1.0311291811600534,breast_cancer,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F
OVKATE,PLX-4720,BRAF,0.8508789976040269,Ovarian Cancer,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F
SK-MEL-31,BX795,"TBK1, PDK1 (PDPK1), IKK, AURKB, AURKC",0.050801922280106306,malignant_melanoma,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I
NCI-H226,NU7441,DNAPK,0.4099237723677834,lung_cancer,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56
KP-N-YN,NU7441,DNAPK,0.2612121152613671,neuroblastoma,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56
MDA-MB-175-VII,NU7441,DNAPK,0.2557931595318454,invasive_ductal_carcinoma,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56
AsPC-1,NU7441,DNAPK,1.0268960684734139,pancreatic_cancer,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56
TT,NU7441,DNAPK,0.7086602903909268,medulla_carcinoma,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56
OVKATE,NU7441,DNAPK,0.7321693735863228,Ovarian Cancer,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56
MC116,SL0101,"RSK, AURKB, PIM1, PIM3",-0.9675506898289485,undifferentiated B lymphoma,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)OC(=O)C)OC(=O)C
QGP-1,SL0101,"RSK, AURKB, PIM1, PIM3",0.5088345119566164,Pancreatic Cancer,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)OC(=O)C)OC(=O)C
NCI-H1437,Doramapimod,"p38, JNK2",-1.2527436965003724,lung_cancer,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
NCI-H2347,Doramapimod,"p38, JNK2",0.8571131438866074,lung_cancer,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
NCI-H226,Doramapimod,"p38, JNK2",0.9973602084500961,lung_cancer,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
CAL-120,Doramapimod,"p38, JNK2",1.1413093076283523,breast_cancer,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
HCC1419,Doramapimod,"p38, JNK2",-1.0834922581930264,breast_cancer,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
SU-DHL-1,Doramapimod,"p38, JNK2",-1.0811781293771574,anaplastic_large_cell_lymphoma,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
AsPC-1,Doramapimod,"p38, JNK2",1.18833808741643,pancreatic_cancer,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
OVKATE,Doramapimod,"p38, JNK2",1.1672157939875512,Ovarian Cancer,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
KMS-11,Doramapimod,"p38, JNK2",-1.3470894506335942,multiple_myeloma,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
NCI-H226,JNK Inhibitor VIII,JNK,1.0780563172587418,lung_cancer,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N
CAL-120,JNK Inhibitor VIII,JNK,0.7694938343869873,breast_cancer,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N
MDA-MB-175-VII,JNK Inhibitor VIII,JNK,0.7921534375919402,invasive_ductal_carcinoma,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N
MV-4-11,JNK Inhibitor VIII,JNK,-0.9578504529174137,leukaemia,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N
AsPC-1,JNK Inhibitor VIII,JNK,1.2292359974416693,pancreatic_cancer,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N
TT,JNK Inhibitor VIII,JNK,0.9197468833453565,medulla_carcinoma,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N
SU-DHL-5,JNK Inhibitor VIII,JNK,-0.9782000093823768,B-cell non-Hodgkin lymphoma,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N
Calu-3,Wee1 Inhibitor,"WEE1, CHEK1",0.21069234418147215,lung_cancer,C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl
NCI-H1650,Wee1 Inhibitor,"WEE1, CHEK1",0.022125339229341824,lung_cancer,C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl
NCI-H2347,Wee1 Inhibitor,"WEE1, CHEK1",0.25198009245316644,lung_cancer,C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl
NCI-H226,Wee1 Inhibitor,"WEE1, CHEK1",0.9526908685201452,lung_cancer,C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl
UACC-257,Wee1 Inhibitor,"WEE1, CHEK1",0.4905913066452754,melanoma,C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl
MFE-280,Wee1 Inhibitor,"WEE1, CHEK1",0.3137692504125273,recurrent_endometrial_carcinoma,C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl
ZR-75-30,Wee1 Inhibitor,"WEE1, CHEK1",0.30641947279218523,breast_cancer,C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl
AsPC-1,Wee1 Inhibitor,"WEE1, CHEK1",0.5436456386385113,pancreatic_cancer,C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl
OVKATE,Wee1 Inhibitor,"WEE1, CHEK1",0.9220536644246426,Ovarian Cancer,C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl
NCI-H226,Mirin,MRE11,0.8687123624971053,lung_cancer,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O
ZR-75-30,Mirin,MRE11,1.3470104178754685,breast_cancer,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O
AsPC-1,Mirin,MRE11,1.9335018533917672,pancreatic_cancer,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O
769-P,Mirin,MRE11,1.0077066379732946,kidney_cancer,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O
SUIT-2,Mirin,MRE11,1.519755704927747,moderately differentiated tubular adenocarcinoma,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O
PC-3,PD173074,"FGFR1, FGFR2, FGFR3",0.6219006660714476,prostate_cancer,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
MDA-MB-175-VII,PD173074,"FGFR1, FGFR2, FGFR3",0.7016627959189521,invasive_ductal_carcinoma,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
AsPC-1,PD173074,"FGFR1, FGFR2, FGFR3",0.8647086624748717,pancreatic_cancer,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
BT-483,PD173074,"FGFR1, FGFR2, FGFR3",0.7919448435145174,breast_cancer,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
OV-90,PD173074,"FGFR1, FGFR2, FGFR3",0.6190954635273217,malignant_papillary_serous_adenocarcinoma,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
Calu-3,ZM447439,"AURKA, AURKB",0.46588944087800244,lung_cancer,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5
NCI-H226,ZM447439,"AURKA, AURKB",0.9429224609414292,lung_cancer,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5
CAL-120,ZM447439,"AURKA, AURKB",0.7557870400001035,breast_cancer,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5
NCI-H1666,ZM447439,"AURKA, AURKB",0.3928104856597806,lung_cancer,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5
AsPC-1,ZM447439,"AURKA, AURKB",0.6369141329472351,pancreatic_cancer,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5
MDA-MB-436,ZM447439,"AURKA, AURKB",0.4452492406104463,breast_cancer,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5
KMRC-1,ZM447439,"AURKA, AURKB",0.3852835459462853,Kidney Cancer,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5
ZR-75-30,Alisertib,AURKA,0.48564056501908764,breast_cancer,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
NCI-H2347,RO-3306,CDK1,0.9718937698706654,lung_cancer,C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCC4=CC=CS4)S3)N=C1
NCI-H226,RO-3306,CDK1,0.7114340609507834,lung_cancer,C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCC4=CC=CS4)S3)N=C1
AsPC-1,RO-3306,CDK1,1.4347713754080944,pancreatic_cancer,C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCC4=CC=CS4)S3)N=C1
OVKATE,RO-3306,CDK1,1.101883394165121,Ovarian Cancer,C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCC4=CC=CS4)S3)N=C1
KP-2,RO-3306,CDK1,0.65355798092914,Pancreatic Cancer,C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCC4=CC=CS4)S3)N=C1
NCI-H2347,MK-2206,"AKT1, AKT2",0.5142571415544295,lung_cancer,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N
NCI-H226,MK-2206,"AKT1, AKT2",0.23688702509773635,lung_cancer,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N
SW620,MK-2206,"AKT1, AKT2",0.29363237010086574,colon_cancer,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N
HCC1428,MK-2206,"AKT1, AKT2",0.272117789180004,breast_cancer,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N
AsPC-1,Palbociclib,"CDK4, CDK6",0.8446032141474796,pancreatic_cancer,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
BT-483,Palbociclib,"CDK4, CDK6",1.3744868706177744,breast_cancer,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
HCC1187,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",-1.5129001071824364,ductal_carcinoma,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5
NCI-H226,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",-1.4118401546432509,lung_cancer,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5
NCI-H522,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",-1.4624260553523876,lung_cancer,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5
KP-N-RT-BM-1,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",-1.410717175568907,neuroblastoma,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5
TT,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",-1.4234699888228421,medulla_carcinoma,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5
OVKATE,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",-1.5090086642468787,Ovarian Cancer,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5
NCI-H2347,Pictilisib,PI3K (class 1),-0.4611936694803299,lung_cancer,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
VMRC-LCD,Pictilisib,PI3K (class 1),-0.36705650942453105,lung_cancer,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
SK-MEL-2,Pictilisib,PI3K (class 1),0.0795034059937336,skin_cancer,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
BT-483,Pictilisib,PI3K (class 1),-0.552893013821123,breast_cancer,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
OVKATE,Pictilisib,PI3K (class 1),-0.4716515396750279,Ovarian Cancer,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
HCC1428,Pictilisib,PI3K (class 1),0.5757695347691862,breast_cancer,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
NCI-H1650,AZD8055,"MTORC1, MTORC2",-0.5351996641306983,lung_cancer,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C
HCC1143,AZD8055,"MTORC1, MTORC2",-0.9787237397176671,breast_cancer,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C
HCC1187,AZD8055,"MTORC1, MTORC2",-0.8873330003133348,ductal_carcinoma,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C
NCI-H226,AZD8055,"MTORC1, MTORC2",-0.7864473524141873,lung_cancer,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C
AsPC-1,AZD8055,"MTORC1, MTORC2",-0.8604855954640005,pancreatic_cancer,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C
HCC1428,AZD8055,"MTORC1, MTORC2",-0.7906114780184699,breast_cancer,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C
ZR-75-30,PD0325901,"MEK1, MEK2",0.4725285290877907,breast_cancer,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O
BT-483,PD0325901,"MEK1, MEK2",0.5238414475109975,breast_cancer,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O
NCI-H226,SB590885,BRAF,0.7971372440327483,lung_cancer,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5
SW620,SB590885,BRAF,0.9556724167422487,colon_cancer,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5
AsPC-1,SB590885,BRAF,1.1211863063746796,pancreatic_cancer,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5
OVKATE,SB590885,BRAF,0.8826816343630156,Ovarian Cancer,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5
ALL-SIL,SB590885,BRAF,-1.5847952603957158,TALL,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5
SU-DHL-5,SB590885,BRAF,-1.6979508119722992,B-cell non-Hodgkin lymphoma,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5
SU-DHL-6,SB590885,BRAF,-1.5957752280953523,B-cell non-Hodgkin lymphoma,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5
NCI-H226,Selumetinib,"MEK1, MEK2",0.8856174633352736,lung_cancer,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO
ZR-75-30,Selumetinib,"MEK1, MEK2",0.6645975469366115,breast_cancer,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO
OVKATE,Selumetinib,"MEK1, MEK2",0.6795281476720532,Ovarian Cancer,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO
KELLY,CCT007093,PPM1D,-0.8114659872696793,neuroblastoma,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3
