cosmic_id,cell_line_name,drug_id,drug_name,putative_target,ln_ic50
687777,Calu-3,1058,Pictilisib,PI3K (class 1),1.025819
687780,COR-L23,1058,Pictilisib,PI3K (class 1),0.970187
687794,NCI-H1437,1058,Pictilisib,PI3K (class 1),0.384992
687798,NCI-H1623,1058,Pictilisib,PI3K (class 1),0.00604
687799,NCI-H1648,1058,Pictilisib,PI3K (class 1),-0.778619
687812,NCI-H2085,1058,Pictilisib,PI3K (class 1),1.122992
687815,NCI-H2170,1058,Pictilisib,PI3K (class 1),-0.226958
687816,NCI-H2228,1058,Pictilisib,PI3K (class 1),0.61348
687980,COR-L311,1058,Pictilisib,PI3K (class 1),0.67965
687983,DMS-114,1058,Pictilisib,PI3K (class 1),0.549889
687985,DMS-273,1058,Pictilisib,PI3K (class 1),-0.448125
687995,NCI-H1048,1058,Pictilisib,PI3K (class 1),0.824825
688015,NCI-H2171,1058,Pictilisib,PI3K (class 1),-0.795675
688023,NCI-H446,1058,Pictilisib,PI3K (class 1),0.236453
688026,NCI-H64,1058,Pictilisib,PI3K (class 1),0.667101
688027,NCI-H69,1058,Pictilisib,PI3K (class 1),0.544955
688058,NCI-H2052,1058,Pictilisib,PI3K (class 1),1.401759
688121,VA-ES-BJ,1058,Pictilisib,PI3K (class 1),1.044264
713880,SBC-5,1058,Pictilisib,PI3K (class 1),0.372553
713885,SBC-1,1058,Pictilisib,PI3K (class 1),-0.347125
717431,SK-N-SH,1058,Pictilisib,PI3K (class 1),0.926502
722046,NCI-H2122,1058,Pictilisib,PI3K (class 1),0.000648
724855,NCI-H727,1058,Pictilisib,PI3K (class 1),1.61018
724863,LU-65,1058,Pictilisib,PI3K (class 1),1.074344
724866,NCI-H1355,1058,Pictilisib,PI3K (class 1),1.377105
724868,NCI-H1792,1058,Pictilisib,PI3K (class 1),0.601271
724869,HPAF-II,1058,Pictilisib,PI3K (class 1),1.054014
724873,NCI-H2009,1058,Pictilisib,PI3K (class 1),0.717454
735784,TE-5,1058,Pictilisib,PI3K (class 1),1.006399
749709,HCC1954,1058,Pictilisib,PI3K (class 1),0.82092
749710,HCC1143,1058,Pictilisib,PI3K (class 1),0.862261
749712,HCC1395,1058,Pictilisib,PI3K (class 1),0.470381
749713,HCC1599,1058,Pictilisib,PI3K (class 1),0.623402
749715,HCC2157,1058,Pictilisib,PI3K (class 1),-1.15267
753541,CAL-33,1058,Pictilisib,PI3K (class 1),0.212441
753547,CPC-N,1058,Pictilisib,PI3K (class 1),0.818899
753549,D-542MG,1058,Pictilisib,PI3K (class 1),0.35253
753552,DSH1,1058,Pictilisib,PI3K (class 1),1.219542
753554,EBC-1,1058,Pictilisib,PI3K (class 1),0.975195
753555,EC-GI-10,1058,Pictilisib,PI3K (class 1),0.251395
753556,EPLC-272H,1058,Pictilisib,PI3K (class 1),-0.413261
753558,HA7-RCC,1058,Pictilisib,PI3K (class 1),0.344492
753561,HO-1-u-1,1058,Pictilisib,PI3K (class 1),-0.409036
753562,HSC-2,1058,Pictilisib,PI3K (class 1),-0.413708
753565,IST-SL2,1058,Pictilisib,PI3K (class 1),1.128139
753574,KYSE-410,1058,Pictilisib,PI3K (class 1),1.383375
753575,KYSE-520,1058,Pictilisib,PI3K (class 1),0.796424
753577,LB1047-RCC,1058,Pictilisib,PI3K (class 1),0.692891
753585,LB996-RCC,1058,Pictilisib,PI3K (class 1),-0.04833
753588,LU-134-A,1058,Pictilisib,PI3K (class 1),0.012726
753592,LXF-289,1058,Pictilisib,PI3K (class 1),0.746744
753600,NCI-H1563,1058,Pictilisib,PI3K (class 1),0.998055
753604,NCI-H292,1058,Pictilisib,PI3K (class 1),-0.993878
753608,PC-14,1058,Pictilisib,PI3K (class 1),1.123004
753610,SBC-3,1058,Pictilisib,PI3K (class 1),0.488641
753616,BE2-M17,1058,Pictilisib,PI3K (class 1),0.674903
753621,TE-1,1058,Pictilisib,PI3K (class 1),1.169642
753623,TE-8,1058,Pictilisib,PI3K (class 1),1.200878
905934,PC-3,1058,Pictilisib,PI3K (class 1),1.432934
905937,HCT-15,1058,Pictilisib,PI3K (class 1),0.226809
905939,HT-29,1058,Pictilisib,PI3K (class 1),0.317601
905943,NCI-H460,1058,Pictilisib,PI3K (class 1),-0.172501
905945,T47D,1058,Pictilisib,PI3K (class 1),0.287768
905946,MCF7,1058,Pictilisib,PI3K (class 1),-0.394167
905947,786-0,1058,Pictilisib,PI3K (class 1),0.841031
905948,A498,1058,Pictilisib,PI3K (class 1),0.470924
905949,A549,1058,Pictilisib,PI3K (class 1),0.096077
905950,ACHN,1058,Pictilisib,PI3K (class 1),0.64742
905951,BT-549,1058,Pictilisib,PI3K (class 1),1.350498
905957,Hs-578-T,1058,Pictilisib,PI3K (class 1),-0.406263
905958,MOLT-4,1058,Pictilisib,PI3K (class 1),0.516934
905959,SK-OV-3,1058,Pictilisib,PI3K (class 1),1.126867
905961,COLO-205,1058,Pictilisib,PI3K (class 1),1.042878
905965,SR,1058,Pictilisib,PI3K (class 1),0.537126
905967,NCI-H322M,1058,Pictilisib,PI3K (class 1),-0.647774
905969,OVCAR-5,1058,Pictilisib,PI3K (class 1),0.884051
905974,LOXIMVI,1058,Pictilisib,PI3K (class 1),0.491068
905976,UACC-62,1058,Pictilisib,PI3K (class 1),1.102616
905980,TK10,1058,Pictilisib,PI3K (class 1),2.428476
905981,U031,1058,Pictilisib,PI3K (class 1),0.112858
905982,SNB75,1058,Pictilisib,PI3K (class 1),0.699329
905984,SF539,1058,Pictilisib,PI3K (class 1),0.624198
906693,BxPC-3,1058,Pictilisib,PI3K (class 1),0.834724
906696,BHT-101,1058,Pictilisib,PI3K (class 1),0.966085
906746,Becker,1058,Pictilisib,PI3K (class 1),0.344961
906790,AGS,1058,Pictilisib,PI3K (class 1),-0.229512
906793,A375,1058,Pictilisib,PI3K (class 1),1.189784
906795,8305C,1058,Pictilisib,PI3K (class 1),0.095221
906797,647-V,1058,Pictilisib,PI3K (class 1),1.038331
906800,697,1058,Pictilisib,PI3K (class 1),-0.873334
906801,BT-20,1058,Pictilisib,PI3K (class 1),0.514189
906804,A2780,1058,Pictilisib,PI3K (class 1),-0.930855
906805,COR-L105,1058,Pictilisib,PI3K (class 1),0.036613
906812,COLO-824,1058,Pictilisib,PI3K (class 1),1.046996
906814,COLO-792,1058,Pictilisib,PI3K (class 1),0.451006
906820,CHP-212,1058,Pictilisib,PI3K (class 1),-0.067914
906821,CFPAC-1,1058,Pictilisib,PI3K (class 1),1.061025
906824,Ca-Ski,1058,Pictilisib,PI3K (class 1),0.453428
906826,CAL-120,1058,Pictilisib,PI3K (class 1),1.754474
906828,CAL-62,1058,Pictilisib,PI3K (class 1),1.167424
906833,Daoy,1058,Pictilisib,PI3K (class 1),1.027373
906834,D-283MED,1058,Pictilisib,PI3K (class 1),0.287623
906837,Detroit562,1058,Pictilisib,PI3K (class 1),-0.035206
906842,DOHH-2,1058,Pictilisib,PI3K (class 1),-1.249855
906846,EB2,1058,Pictilisib,PI3K (class 1),0.077732
906847,EB-3,1058,Pictilisib,PI3K (class 1),0.450747
906851,EFM-19,1058,Pictilisib,PI3K (class 1),-0.298013
906856,EoL-1-cell,1058,Pictilisib,PI3K (class 1),0.783615
906861,ETK-1,1058,Pictilisib,PI3K (class 1),0.254035
906862,EVSA-T,1058,Pictilisib,PI3K (class 1),-0.582056
906868,GAMG,1058,Pictilisib,PI3K (class 1),-0.370047
906869,GCIY,1058,Pictilisib,PI3K (class 1),-0.392668
906871,GI-1,1058,Pictilisib,PI3K (class 1),0.091423
906872,GI-ME-N,1058,Pictilisib,PI3K (class 1),1.546757
906877,GR-ST,1058,Pictilisib,PI3K (class 1),-0.499064
907000,ESS-1,1058,Pictilisib,PI3K (class 1),-0.122021
907042,H4,1058,Pictilisib,PI3K (class 1),-0.468366
907046,HCC1569,1058,Pictilisib,PI3K (class 1),0.504018
907048,HCC70,1058,Pictilisib,PI3K (class 1),0.352386
907055,HGC-27,1058,Pictilisib,PI3K (class 1),-1.257311
907056,HH,1058,Pictilisib,PI3K (class 1),0.76845
907058,HMV-II,1058,Pictilisib,PI3K (class 1),1.281821
907061,HSC-3,1058,Pictilisib,PI3K (class 1),0.678141
907063,HT,1058,Pictilisib,PI3K (class 1),0.49837
907067,HT-144,1058,Pictilisib,PI3K (class 1),1.017486
907069,HuCCT1,1058,Pictilisib,PI3K (class 1),1.063645
907072,HuO9,1058,Pictilisib,PI3K (class 1),-0.999627
907073,HuTu-80,1058,Pictilisib,PI3K (class 1),-0.34435
907172,IST-MEL1,1058,Pictilisib,PI3K (class 1),1.122306
907268,JiyoyeP-2003,1058,Pictilisib,PI3K (class 1),0.056297
907269,JVM-2,1058,Pictilisib,PI3K (class 1),-0.812863
907270,JVM-3,1058,Pictilisib,PI3K (class 1),0.038741
907271,KALS-1,1058,Pictilisib,PI3K (class 1),1.393111
907272,KARPAS-45,1058,Pictilisib,PI3K (class 1),0.570453
907274,KARPAS-422,1058,Pictilisib,PI3K (class 1),0.247725
907275,KASUMI-1,1058,Pictilisib,PI3K (class 1),-1.079389
907281,KMS-12-BM,1058,Pictilisib,PI3K (class 1),-0.565765
907287,HT55,1058,Pictilisib,PI3K (class 1),0.423816
907290,H-EMC-SS,1058,Pictilisib,PI3K (class 1),1.674187
907291,GP5d,1058,Pictilisib,PI3K (class 1),0.520772
907298,G-402,1058,Pictilisib,PI3K (class 1),0.07027
907299,G-401,1058,Pictilisib,PI3K (class 1),-0.234521
907300,KY821,1058,Pictilisib,PI3K (class 1),-0.315445
907313,KS-1,1058,Pictilisib,PI3K (class 1),1.163828
907317,KYSE-150,1058,Pictilisib,PI3K (class 1),0.269903
907319,KYSE-270,1058,Pictilisib,PI3K (class 1),0.696986
907320,KYSE-450,1058,Pictilisib,PI3K (class 1),0.91594
907789,LOUCY,1058,Pictilisib,PI3K (class 1),0.629943
907790,LoVo,1058,Pictilisib,PI3K (class 1),-1.249975
907792,LS-123,1058,Pictilisib,PI3K (class 1),-0.158947
907795,LS-513,1058,Pictilisib,PI3K (class 1),0.294359
907796,LU-99A,1058,Pictilisib,PI3K (class 1),1.745122
907799,MC116,1058,Pictilisib,PI3K (class 1),-0.632944
908120,MDA-MB-175-VII,1058,Pictilisib,PI3K (class 1),0.055746
908121,MDA-MB-361,1058,Pictilisib,PI3K (class 1),-0.670292
908122,MDA-MB-453,1058,Pictilisib,PI3K (class 1),-0.542573
908127,MES-SA,1058,Pictilisib,PI3K (class 1),0.354245
908129,MFE-280,1058,Pictilisib,PI3K (class 1),0.840382
908131,MG-63,1058,Pictilisib,PI3K (class 1),0.544067
908134,MHH-ES-1,1058,Pictilisib,PI3K (class 1),1.080013
908136,MHH-PREB-1,1058,Pictilisib,PI3K (class 1),0.665786
908138,MKN1,1058,Pictilisib,PI3K (class 1),0.000766
908141,ML-2,1058,Pictilisib,PI3K (class 1),-0.230177
908142,MLMA,1058,Pictilisib,PI3K (class 1),0.014512
908144,MOG-G-CCM,1058,Pictilisib,PI3K (class 1),0.809773
908145,MOG-G-UVW,1058,Pictilisib,PI3K (class 1),0.627654
908148,MONO-MAC-6,1058,Pictilisib,PI3K (class 1),-0.349002
908149,Mo-T,1058,Pictilisib,PI3K (class 1),1.156122
908156,MV-4-11,1058,Pictilisib,PI3K (class 1),-0.349593
908159,NAMALWA,1058,Pictilisib,PI3K (class 1),-0.255147
908440,NB69,1058,Pictilisib,PI3K (class 1),-1.242642
908441,NCCIT,1058,Pictilisib,PI3K (class 1),0.800694
908442,NCI-H508,1058,Pictilisib,PI3K (class 1),-0.021256
908443,NCI-H520,1058,Pictilisib,PI3K (class 1),-0.582985
908445,SNU-5,1058,Pictilisib,PI3K (class 1),0.470931
908446,SNU-16,1058,Pictilisib,PI3K (class 1),0.503165
908447,NH-12,1058,Pictilisib,PI3K (class 1),1.132649
908448,NKM-1,1058,Pictilisib,PI3K (class 1),0.518169
908454,NTERA-2-cl-D1,1058,Pictilisib,PI3K (class 1),1.233677
908455,NUGC-3,1058,Pictilisib,PI3K (class 1),0.833887
908457,NCI-H747,1058,Pictilisib,PI3K (class 1),1.07635
908459,NCI-H596,1058,Pictilisib,PI3K (class 1),0.914571
908460,NCI-H441,1058,Pictilisib,PI3K (class 1),1.806318
908461,NCI-N87,1058,Pictilisib,PI3K (class 1),-0.75286
908462,NCI-H2452,1058,Pictilisib,PI3K (class 1),1.326182
908463,NCI-H1793,1058,Pictilisib,PI3K (class 1),1.279272
908465,NCI-H358,1058,Pictilisib,PI3K (class 1),0.982185
908470,NCI-H28,1058,Pictilisib,PI3K (class 1),1.919434
908473,NCI-H1666,1058,Pictilisib,PI3K (class 1),0.865963
908474,NCI-H1703,1058,Pictilisib,PI3K (class 1),-0.225583
908475,NCI-H1755,1058,Pictilisib,PI3K (class 1),0.282113
908476,NCI-H1993,1058,Pictilisib,PI3K (class 1),0.051881
908481,NCI-H2196,1058,Pictilisib,PI3K (class 1),0.645512
908483,NCI-H524,1058,Pictilisib,PI3K (class 1),0.842264
909252,P30-OHK,1058,Pictilisib,PI3K (class 1),0.55862
909255,PA-1,1058,Pictilisib,PI3K (class 1),-0.398912
909256,OCUB-M,1058,Pictilisib,PI3K (class 1),-0.369985
909257,OC-314,1058,Pictilisib,PI3K (class 1),0.127964
909260,PF-382,1058,Pictilisib,PI3K (class 1),0.482823
909264,RD,1058,Pictilisib,PI3K (class 1),1.197064
909696,REH,1058,Pictilisib,PI3K (class 1),0.365561
909699,RMG-I,1058,Pictilisib,PI3K (class 1),1.230692
909701,RPMI-6666,1058,Pictilisib,PI3K (class 1),-0.892465
909702,RPMI-8402,1058,Pictilisib,PI3K (class 1),-0.7951
909703,RS4-11,1058,Pictilisib,PI3K (class 1),0.084606
909707,Saos-2,1058,Pictilisib,PI3K (class 1),0.695145
909708,SAS,1058,Pictilisib,PI3K (class 1),0.261393
909709,SCC-9,1058,Pictilisib,PI3K (class 1),0.098574
909712,SF126,1058,Pictilisib,PI3K (class 1),0.095469
909716,SJRH30,1058,Pictilisib,PI3K (class 1),0.117963
909717,SJSA-1,1058,Pictilisib,PI3K (class 1),0.997779
909718,SK-CO-1,1058,Pictilisib,PI3K (class 1),0.567677
909720,SK-LMS-1,1058,Pictilisib,PI3K (class 1),0.506145
909722,SKM-1,1058,Pictilisib,PI3K (class 1),-0.385145
909728,SK-MES-1,1058,Pictilisib,PI3K (class 1),0.705798
909729,SK-MG-1,1058,Pictilisib,PI3K (class 1),-0.024442
909731,SK-PN-DW,1058,Pictilisib,PI3K (class 1),0.823636
909736,SNU-387,1058,Pictilisib,PI3K (class 1),0.921163
909743,SUP-T1,1058,Pictilisib,PI3K (class 1),0.852224
909744,SW13,1058,Pictilisib,PI3K (class 1),0.420275
909745,SW1088,1058,Pictilisib,PI3K (class 1),-0.205481
909747,SW1417,1058,Pictilisib,PI3K (class 1),1.984239
909748,SW1463,1058,Pictilisib,PI3K (class 1),1.245152
909749,SW1710,1058,Pictilisib,PI3K (class 1),1.163838
909750,SW1783,1058,Pictilisib,PI3K (class 1),0.472113
909751,SW48,1058,Pictilisib,PI3K (class 1),-0.129436
909754,SW684,1058,Pictilisib,PI3K (class 1),1.291073
909757,SW948,1058,Pictilisib,PI3K (class 1),0.492756
909761,T84,1058,Pictilisib,PI3K (class 1),0.891511
909762,TALL-1,1058,Pictilisib,PI3K (class 1),-0.82798
909769,TGBC1TKB,1058,Pictilisib,PI3K (class 1),1.089384
909773,TUR,1058,Pictilisib,PI3K (class 1),-0.156422
909774,TYK-nu,1058,Pictilisib,PI3K (class 1),1.464717
909777,U-698-M,1058,Pictilisib,PI3K (class 1),0.261556
909778,UACC-893,1058,Pictilisib,PI3K (class 1),-0.582839
909784,WM-115,1058,Pictilisib,PI3K (class 1),0.86983
909904,YAPC,1058,Pictilisib,PI3K (class 1),1.696347
909905,YH-13,1058,Pictilisib,PI3K (class 1),-0.40566
909974,RCC10RGB,1058,Pictilisib,PI3K (class 1),1.295378
909977,HuO-3N1,1058,Pictilisib,PI3K (class 1),1.362605
910079,OE19,1058,Pictilisib,PI3K (class 1),1.214336
910399,NCI-H838,1058,Pictilisib,PI3K (class 1),-0.475506
910544,RPMI-8866,1058,Pictilisib,PI3K (class 1),-0.483267
910548,OAW-42,1058,Pictilisib,PI3K (class 1),0.22785
910549,OE33,1058,Pictilisib,PI3K (class 1),0.971981
910569,COLO-320-HSR,1058,Pictilisib,PI3K (class 1),0.434293
910687,ATN-1,1058,Pictilisib,PI3K (class 1),-0.68652
910691,COLO-684,1058,Pictilisib,PI3K (class 1),0.279664
910694,LN-405,1058,Pictilisib,PI3K (class 1),1.280207
910695,TGBC24TKB,1058,Pictilisib,PI3K (class 1),-1.023148
910697,A388,1058,Pictilisib,PI3K (class 1),0.125166
910698,BFTC-909,1058,Pictilisib,PI3K (class 1),-0.399417
910700,C2BBe1,1058,Pictilisib,PI3K (class 1),-0.149716
910703,CA46,1058,Pictilisib,PI3K (class 1),0.257885
910704,AU565,1058,Pictilisib,PI3K (class 1),0.200132
910705,BALL-1,1058,Pictilisib,PI3K (class 1),0.027948
910780,TGW,1058,Pictilisib,PI3K (class 1),0.966068
910781,AN3-CA,1058,Pictilisib,PI3K (class 1),-0.715569
910784,A204,1058,Pictilisib,PI3K (class 1),1.300338
910852,CAL-85-1,1058,Pictilisib,PI3K (class 1),1.193365
910853,CHL-1,1058,Pictilisib,PI3K (class 1),0.229509
910903,RPMI-7951,1058,Pictilisib,PI3K (class 1),0.240199
910906,ST486,1058,Pictilisib,PI3K (class 1),0.937821
910910,UACC-812,1058,Pictilisib,PI3K (class 1),0.259944
910911,SCC-15,1058,Pictilisib,PI3K (class 1),0.530811
910916,CAL-27,1058,Pictilisib,PI3K (class 1),0.904578
910919,BC-1,1058,Pictilisib,PI3K (class 1),0.37031
910921,A101D,1058,Pictilisib,PI3K (class 1),0.584681
910922,769-P,1058,Pictilisib,PI3K (class 1),1.159255
910924,23132-87,1058,Pictilisib,PI3K (class 1),-0.396109
910925,A431,1058,Pictilisib,PI3K (class 1),0.446098
910926,BFTC-905,1058,Pictilisib,PI3K (class 1),0.701448
910927,CAL-51,1058,Pictilisib,PI3K (class 1),0.943386
910931,RERF-LC-MS,1058,Pictilisib,PI3K (class 1),-0.538001
910934,A4-Fuk,1058,Pictilisib,PI3K (class 1),-1.0682
910936,DOK,1058,Pictilisib,PI3K (class 1),-0.79358
910937,COR-L279,1058,Pictilisib,PI3K (class 1),0.262137
910943,CAS-1,1058,Pictilisib,PI3K (class 1),0.905233
910944,ALL-PO,1058,Pictilisib,PI3K (class 1),0.754632
910948,MFM-223,1058,Pictilisib,PI3K (class 1),1.37531
910952,CAL-54,1058,Pictilisib,PI3K (class 1),-0.893766
911905,EFO-21,1058,Pictilisib,PI3K (class 1),1.941407
924100,22RV1,1058,Pictilisib,PI3K (class 1),0.52463
924105,BPH-1,1058,Pictilisib,PI3K (class 1),-0.282431
924106,CAL-148,1058,Pictilisib,PI3K (class 1),-0.256801
924107,CAL-39,1058,Pictilisib,PI3K (class 1),-0.903136
924108,CaR-1,1058,Pictilisib,PI3K (class 1),-0.224373
924111,HO-1-N-1,1058,Pictilisib,PI3K (class 1),0.118673
924186,KGN,1058,Pictilisib,PI3K (class 1),0.239893
924187,KLE,1058,Pictilisib,PI3K (class 1),0.421839
924238,K5,1058,Pictilisib,PI3K (class 1),0.036713
924239,L-363,1058,Pictilisib,PI3K (class 1),0.706577
924240,MDA-MB-415,1058,Pictilisib,PI3K (class 1),-0.288598
924241,NCI-H250,1058,Pictilisib,PI3K (class 1),0.284576
924244,NCI-H1975,1058,Pictilisib,PI3K (class 1),0.065302
924248,TE-441-T,1058,Pictilisib,PI3K (class 1),-0.014737
925340,MKN45,1058,Pictilisib,PI3K (class 1),1.122923
925345,NOS-1,1058,Pictilisib,PI3K (class 1),-0.13155
925346,PANC-03-27,1058,Pictilisib,PI3K (class 1),1.036704
925347,PANC-08-13,1058,Pictilisib,PI3K (class 1),1.505896
925348,PANC-10-05,1058,Pictilisib,PI3K (class 1),0.89399
930298,SKG-IIIa,1058,Pictilisib,PI3K (class 1),1.274023
930301,VMRC-MELG,1058,Pictilisib,PI3K (class 1),0.327428
946355,TE-6,1058,Pictilisib,PI3K (class 1),-0.092332
946357,TC-YIK,1058,Pictilisib,PI3K (class 1),0.863731
946358,YT,1058,Pictilisib,PI3K (class 1),0.402531
946359,BT-474,1058,Pictilisib,PI3K (class 1),1.231268
946367,D-247MG,1058,Pictilisib,PI3K (class 1),0.219761
946369,D-336MG,1058,Pictilisib,PI3K (class 1),-0.217264
946372,D-423MG,1058,Pictilisib,PI3K (class 1),0.448415
946382,CAMA-1,1058,Pictilisib,PI3K (class 1),0.470889
949094,M059J,1058,Pictilisib,PI3K (class 1),1.120549
949154,OMC-1,1058,Pictilisib,PI3K (class 1),-0.127706
949155,ES8,1058,Pictilisib,PI3K (class 1),-0.114334
949156,ES4,1058,Pictilisib,PI3K (class 1),0.936694
949157,ES6,1058,Pictilisib,PI3K (class 1),0.90122
949158,ES1,1058,Pictilisib,PI3K (class 1),-0.6403
949160,EW-7,1058,Pictilisib,PI3K (class 1),-0.291822
949161,EW-3,1058,Pictilisib,PI3K (class 1),0.274436
949162,EW-12,1058,Pictilisib,PI3K (class 1),-0.941919
949163,EW-1,1058,Pictilisib,PI3K (class 1),-0.167714
949164,EW-18,1058,Pictilisib,PI3K (class 1),0.018788
949167,EW-22,1058,Pictilisib,PI3K (class 1),0.079125
949168,EW-24,1058,Pictilisib,PI3K (class 1),1.34209
949172,NB12,1058,Pictilisib,PI3K (class 1),0.472503
949173,NB6,1058,Pictilisib,PI3K (class 1),-0.14781
949178,NB14,1058,Pictilisib,PI3K (class 1),0.340629
949179,NB1,1058,Pictilisib,PI3K (class 1),0.53113
971777,MZ2-MEL,1058,Pictilisib,PI3K (class 1),0.373913
998184,Jurkat,1058,Pictilisib,PI3K (class 1),0.868181
998189,LS-180,1058,Pictilisib,PI3K (class 1),0.950512
1240123,CCK-81,1058,Pictilisib,PI3K (class 1),0.789931
1240129,FU-OV-1,1058,Pictilisib,PI3K (class 1),0.899529
1240140,NCI-H3118,1058,Pictilisib,PI3K (class 1),-0.476876
1240142,HARA,1058,Pictilisib,PI3K (class 1),-0.00799
1240145,HCC-44,1058,Pictilisib,PI3K (class 1),-0.038926
1240146,HCC-827,1058,Pictilisib,PI3K (class 1),1.079925
1240147,Hep3B2-1-7,1058,Pictilisib,PI3K (class 1),0.258532
1240149,Hs-633T,1058,Pictilisib,PI3K (class 1),0.662584
1240151,Hs-746T,1058,Pictilisib,PI3K (class 1),0.906931
1240153,IGR-37,1058,Pictilisib,PI3K (class 1),0.372633
1240154,IHH-4,1058,Pictilisib,PI3K (class 1),0.804684
1240155,IM-95,1058,Pictilisib,PI3K (class 1),0.927646
1240157,JHH-2,1058,Pictilisib,PI3K (class 1),-0.170867
1240159,JHH-6,1058,Pictilisib,PI3K (class 1),1.408232
1240161,JHU-011,1058,Pictilisib,PI3K (class 1),0.405704
1240162,JHU-022,1058,Pictilisib,PI3K (class 1),-0.205557
1240166,KYM-1,1058,Pictilisib,PI3K (class 1),0.707177
1240167,KYSE-220,1058,Pictilisib,PI3K (class 1),0.855473
1240173,MDST8,1058,Pictilisib,PI3K (class 1),1.09313
1240181,NB(TU)1-10,1058,Pictilisib,PI3K (class 1),0.289978
1240185,NCI-H1944,1058,Pictilisib,PI3K (class 1),0.243177
1240187,NCI-H2023,1058,Pictilisib,PI3K (class 1),-0.23115
1240190,NCI-H3122,1058,Pictilisib,PI3K (class 1),0.542387
1240191,NCI-H647,1058,Pictilisib,PI3K (class 1),0.636355
1240193,NCI-H847,1058,Pictilisib,PI3K (class 1),-0.085666
1240196,OSC-20,1058,Pictilisib,PI3K (class 1),1.305939
1240198,OVISE,1058,Pictilisib,PI3K (class 1),0.314418
1240200,OVMIU,1058,Pictilisib,PI3K (class 1),0.186695
1240201,PA-TU-8988T,1058,Pictilisib,PI3K (class 1),1.082166
1240209,RERF-GC-1B,1058,Pictilisib,PI3K (class 1),0.831701
1240210,RH-41,1058,Pictilisib,PI3K (class 1),-0.950333
1240215,SKN,1058,Pictilisib,PI3K (class 1),1.298447
1290455,OCI-AML3,1058,Pictilisib,PI3K (class 1),0.400473
1290722,ASH-3,1058,Pictilisib,PI3K (class 1),1.074907
1290724,BICR10,1058,Pictilisib,PI3K (class 1),0.047125
1290730,CAL-29,1058,Pictilisib,PI3K (class 1),-0.446769
1290767,CHSA0011,1058,Pictilisib,PI3K (class 1),0.361208
1290795,CS1,1058,Pictilisib,PI3K (class 1),1.068455
1290797,DAN-G,1058,Pictilisib,PI3K (class 1),0.244937
1290798,EFM-192A,1058,Pictilisib,PI3K (class 1),0.904192
1290806,FU97,1058,Pictilisib,PI3K (class 1),0.908396
1290807,G-292-Clone-A141B1,1058,Pictilisib,PI3K (class 1),0.42472
1290809,NCI-H2373,1058,Pictilisib,PI3K (class 1),0.909342
1290810,NCI-H2461,1058,Pictilisib,PI3K (class 1),1.60589
1290813,NCI-H2795,1058,Pictilisib,PI3K (class 1),0.754059
1290908,HCC-78,1058,Pictilisib,PI3K (class 1),0.317979
1290922,HDQ-P1,1058,Pictilisib,PI3K (class 1),-1.07648
1295741,AMO-1,1058,Pictilisib,PI3K (class 1),0.16086
1298141,Hs-766T,1058,Pictilisib,PI3K (class 1),1.465317
1298146,huH-1,1058,Pictilisib,PI3K (class 1),1.281036
1298157,JIMT-1,1058,Pictilisib,PI3K (class 1),0.867672
1298168,KMRC-1,1058,Pictilisib,PI3K (class 1),1.220292
1298350,NCI-H1781,1058,Pictilisib,PI3K (class 1),0.999387
1298351,NCI-H2110,1058,Pictilisib,PI3K (class 1),0.123173
1298359,OE21,1058,Pictilisib,PI3K (class 1),0.571537
1298365,OVTOKO,1058,Pictilisib,PI3K (class 1),-0.085991
1298475,PANC-02-03,1058,Pictilisib,PI3K (class 1),0.714201
1298476,PANC-04-03,1058,Pictilisib,PI3K (class 1),2.769608
1298526,PA-TU-8902,1058,Pictilisib,PI3K (class 1),1.021996
1298533,PL4,1058,Pictilisib,PI3K (class 1),1.33275
1298537,RERF-LC-KJ,1058,Pictilisib,PI3K (class 1),1.073203
1298538,RERF-LC-Sq1,1058,Pictilisib,PI3K (class 1),0.416849
1299050,SAT,1058,Pictilisib,PI3K (class 1),0.60709
1299061,STS-0421,1058,Pictilisib,PI3K (class 1),0.406721
1299064,T-T,1058,Pictilisib,PI3K (class 1),0.392251
1299075,VCaP,1058,Pictilisib,PI3K (class 1),0.824948
1299078,WM1552C,1058,Pictilisib,PI3K (class 1),1.278363
1299081,WM793B,1058,Pictilisib,PI3K (class 1),1.180062
1303896,GA-10,1058,Pictilisib,PI3K (class 1),-1.155
1303911,YMB-1-E,1058,Pictilisib,PI3K (class 1),0.167703
1303912,CHSA8926,1058,Pictilisib,PI3K (class 1),0.294773
1322212,COR-L32,1058,Pictilisib,PI3K (class 1),0.545342
1322224,HSC-39,1058,Pictilisib,PI3K (class 1),-0.200495
1323913,NB4,1058,Pictilisib,PI3K (class 1),-0.217872
1327765,JEKO-1,1058,Pictilisib,PI3K (class 1),-0.793644
1327773,KARPAS-1106P,1058,Pictilisib,PI3K (class 1),-1.176999
1327775,KARPAS-620,1058,Pictilisib,PI3K (class 1),0.182901
1330935,L-1236,1058,Pictilisib,PI3K (class 1),-0.007096
1330941,MDA-MB-330,1058,Pictilisib,PI3K (class 1),0.579563
1330947,MOLM-13,1058,Pictilisib,PI3K (class 1),-0.266002
1330948,MOLM-16,1058,Pictilisib,PI3K (class 1),-0.338439
1330950,MOLP-8,1058,Pictilisib,PI3K (class 1),-1.15002
